text,emotion,updated_emotion
Last week I was at the park with my kid and got distracted by my phone.  I looked up and my daughter was gone!  My stomach dropped and became really scared.  Luckily I found her in the tube slide.,terrified,very negative
I was walking down the street and I found a 20$ bill! I was so happy,joyful,very positive
I'm really psyched because my brother just asked me to be his best man. I can't wait for the bachelor party!,excited,very positive
"My friend wants me to go hiking with him this weekend on some sort of scary trail where there's thin walking trails along some dangerous ledges... Not really my thing, but he's been kind of lonely recently",apprehensive,negative
"Going to see my long distance girlfriend this weekend, and we're going to have a movie marathon. I only get to see her every so often because of the distance. I'm excited",content,positive
I was at the store and this guy was carrying 20 bags! It was amazing!,impressed,very positive
"My neighbor passed away a few days ago. She was a nice older lady who'd always greet me when I saw her in the hall. Didn't know her that well, but she seemed lonely. I feel kind of bad for not getting to know her better when she was still alive",sad,negative
I am going on vacation to Hawaii next week.  I cant wait to go.  Ive already started packing,anticipating,positive
My cat wont stop knocking over my plates,annoyed,negative
My friend won a contest at work that we were both going for.  he won a free trip.  i wish i won,disappointed,negative
I'm really gullible. I will believe anything,trusting,very positive
Ive been in this relationship for a few years and its nothing special but im happy with where we are at.,content,positive
my brother is doing so well at his rehab. i'm so proud of him.,surprised,positive
Last weekend I had a plan to go to the springs with a couple of my friends and camp out. We ended up not going at all because the weather got really bad. I was really upset because everyone took off work and we probably wont be able to all get together like that again this summer.,disappointed,negative
My coworkers unexpectedly gave me a birthday cake this past week. It was a sweet gesture.,surprised,positive
I'm always ready for anything. I carry so much stuff with me just in case!,prepared,positive
I asked this girl that I liked out on a date and she said no.  I was sad that it didnt work out,disappointed,negative
My friend got evicted out of his apartment. I had to take in his 2 dogs who are just the cutest.,caring,positive
Just got a new position after the old manager was fired,apprehensive,negative
I started bleeding when I poo.,afraid,very negative
As a teenager my family moved around a lot. I never looked forward to entering a new school.,apprehensive,negative
I was driving and this guy started following no matter which turn i took.  I was worried that he was going to follow me home,afraid,very negative
i miss my familly so much,lonely,negative
